% r0 (cm),freq (GHz),"Electric field norm (V/m), Point: (-0.088666, -0.09507)","Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2"
6.5,9.8,0,0.600882166,0.649594612,0.262769606
6.5,9.9,0,0.591892756,0.643324087,0.269378631
6.5,10,0,0.588639982,0.635863181,0.277850192
6.5,10.1,0,0.594359846,0.632258299,0.298891334
6.5,10.2,0,0.608396802,0.636423263,0.32433629
6.5,10.3,0,0.613438862,0.635367989,0.35421897
6.5,10.4,0,0.612229433,0.632543242,0.376578314
6.5,10.5,0,0.617866383,0.635803472,0.395144996
6.5,10.6,0,0.631666233,0.641552748,0.413005818
6.5,10.7,0,0.648355162,0.645120367,0.427159403
6.5,10.8,0,0.666371052,0.647383793,0.439581361
6.5,10.9,0,0.687756765,0.654830552,0.440709945
6.5,11,0,0.708074547,0.66104514,0.433787236
6.4,9,0,0.715320342,0.69363604,0.238546353
6.4,9.1,0,0.70654826,0.684174644,0.221460582
6.4,9.2,0,0.697612135,0.673666725,0.207203152
6.4,9.3,0,0.687442261,0.663964066,0.228227603
6.4,9.4,0,0.681167395,0.662872744,0.243764498
6.4,9.5,0,0.664908451,0.663641038,0.253129577
6.4,9.6,0,0.640724427,0.659896522,0.256107813
6.4,9.7,0,0.618493683,0.656229269,0.258792023
6.4,9.8,0,0.602454444,0.652308613,0.263107806
6.4,9.9,0,0.593313992,0.646755342,0.268871061
6.4,10,0,0.590095926,0.640031495,0.276913438
6.4,10.1,0,0.596119393,0.636080715,0.296770357
6.4,10.2,0,0.61040321,0.641148521,0.321102091
6.4,10.3,0,0.615033802,0.64129801,0.3503784
6.4,10.4,0,0.613234091,0.637212386,0.372463352
6.4,10.5,0,0.618584152,0.63843079,0.390912168
6.4,10.6,0,0.632399201,0.642570458,0.408840152
6.4,10.7,0,0.64926513,0.644455371,0.423270664
6.4,10.8,0,0.667665823,0.644161992,0.43612706
6.4,10.9,0,0.689400978,0.650295993,0.437421034
6.4,11,0,0.710039385,0.658268512,0.430705992
6.3,9,0,0.717129483,0.696357701,0.239072934
6.3,9.1,0,0.708321016,0.688363124,0.221942254
6.3,9.2,0,0.69941863,0.678690754,0.206629705
6.3,9.3,0,0.689576198,0.66861402,0.227857882
6.3,9.4,0,0.683610075,0.665725386,0.244448902
6.3,9.5,0,0.667368849,0.666559504,0.254628337
6.3,9.6,0,0.642899607,0.662909906,0.25780814
6.3,9.7,0,0.620398784,0.658778967,0.260189536
6.3,9.8,0,0.604108876,0.654706101,0.263803291
6.3,9.9,0,0.594830136,0.649579412,0.268770597
6.3,10,0,0.591662429,0.643802919,0.27638761
6.3,10.1,0,0.59801243,0.640248569,0.294949981
6.3,10.2,0,0.612552862,0.646012855,0.318015531
6.3,10.3,0,0.616777892,0.647903633,0.346601305
6.3,10.4,0,0.614369518,0.643836352,0.368380561
6.3,10.5,0,0.619441783,0.643750782,0.386686342
6.3,10.6,0,0.633285288,0.646470075,0.404660462
6.3,10.7,0,0.650340901,0.646993756,0.419353888
6.3,10.8,0,0.66914068,0.644334521,0.432630411
6.3,10.9,0,0.691228842,0.647296787,0.43406833
6.3,11,0,0.712211447,0.656167039,0.427548115
6.2,9,0,0.719061583,0.697215464,0.239586325
6.2,9.1,0,0.710175046,0.690693927,0.222410548
6.2,9.2,0,0.701364243,0.682106919,0.205974571
6.2,9.3,0,0.691752293,0.672741827,0.227321685
6.2,9.4,0,0.686270076,0.668613348,0.245018162
6.2,9.5,0,0.669807592,0.669062595,0.256083199
6.2,9.6,0,0.645270354,0.665651148,0.259567236
6.2,9.7,0,0.622317393,0.661093726,0.261782651
6.2,9.8,0,0.605842993,0.656671383,0.264834848
6.2,9.9,0,0.59644724,0.651592707,0.269084575
6.2,10,0,0.593348841,0.646507483,0.276305327
6.2,10.1,0,0.600017185,0.643858314,0.293478686
6.2,10.2,0,0.614769604,0.650413899,0.315099181
6.2,10.3,0,0.618696801,0.654256836,0.342890327
6.2,10.4,0,0.615612999,0.651175294,0.364336432
6.2,10.5,0,0.620444748,0.650777534,0.382482987
6.2,10.6,0,0.634322706,0.652689618,0.400490154
6.2,10.7,0,0.651594806,0.652365753,0.415439909
6.2,10.8,0,0.67081678,0.648518715,0.429130428
6.2,10.9,0,0.693242708,0.647747838,0.430696865
6.2,11,0,0.714625455,0.655549829,0.424367014
6.1,9,0,0.721133007,0.69635767,0.240068306
6.1,9.1,0,0.712161184,0.691228921,0.22284378
6.1,9.2,0,0.703412266,0.683719987,0.205228472
6.1,9.3,0,0.69419349,0.675629847,0.22661933
6.1,9.4,0,0.689010668,0.671153395,0.245475113
6.1,9.5,0,0.672531684,0.671099621,0.257491719
6.1,9.6,0,0.647720896,0.66786066,0.261374909
6.1,9.7,0,0.624343909,0.662992009,0.263554945
6.1,9.8,0,0.607655634,0.658117301,0.266192986
6.1,9.9,0,0.598150104,0.65275235,0.269829891
6.1,10,0,0.595138689,0.647874426,0.276713692
6.1,10.1,0,0.602196494,0.646194085,0.292438591
6.1,10.2,0,0.61720646,0.653692436,0.31242165
6.1,10.3,0,0.620706258,0.659536443,0.339287651
6.1,10.4,0,0.616986469,0.658075819,0.360360039
6.1,10.5,0,0.62156262,0.658172948,0.378320553
6.1,10.6,0,0.635511079,0.660016331,0.396338921
6.1,10.7,0,0.652988933,0.659458576,0.411529581
6.1,10.8,0,0.672640295,0.655420646,0.425615655
6.1,10.9,0,0.695425142,0.652735602,0.427282846
6.1,11,0,0.717184307,0.657727279,0.421122438
6,9,0,0.723294327,0.694052834,0.240534107
6,9.1,0,0.714292259,0.69017839,0.223259617
6,9.2,0,0.705528946,0.683590545,0.204405086
6,9.3,0,0.696885625,0.676925031,0.225733955
6,9.4,0,0.691737266,0.672886896,0.245804769
6,9.5,0,0.675403059,0.672554451,0.258839386
6,9.6,0,0.650152903,0.669400422,0.263211701
6,9.7,0,0.626620849,0.664377241,0.265479239
6,9.8,0,0.609506431,0.658990547,0.267850721
6,9.9,0,0.599887793,0.653119233,0.270997249
6,10,0,0.596958979,0.647903461,0.277628484
6,10.1,0,0.60475879,0.64697779,0.291882383
6,10.2,0,0.619830419,0.655246273,0.310008525
6,10.3,0,0.6228552,0.663111881,0.335773838
6,10.4,0,0.618515617,0.663652376,0.356424213
6,10.5,0,0.622818198,0.664760384,0.374169899
6,10.6,0,0.6368759,0.667096872,0.392176922
6,10.7,0,0.654577552,0.666880739,0.407596944
6,10.8,0,0.674672915,0.663252678,0.422068843
6,10.9,0,0.697834077,0.660237036,0.423818268
6,11,0,0.719948476,0.663933868,0.417822431
5.9,9,0,0.725596885,0.690698882,0.240975829
5.9,9.1,0,0.71661551,0.687903956,0.223646713
5.9,9.2,0,0.707849326,0.682041366,0.203509004
5.9,9.3,0,0.699665971,0.676568661,0.22467397
5.9,9.4,0,0.694799185,0.67359693,0.246012624
5.9,9.5,0,0.678367319,0.673339346,0.26011936
5.9,9.6,0,0.652874148,0.670359047,0.265059741
5.9,9.7,0,0.628891621,0.665162255,0.267529087
5.9,9.8,0,0.611492191,0.659331247,0.269780706
5.9,9.9,0,0.601756623,0.652869999,0.272575648
5.9,10,0,0.598933719,0.64685064,0.279065545
5.9,10.1,0,0.607270613,0.646136572,0.291886605
5.9,10.2,0,0.622571542,0.654803161,0.30794583
5.9,10.3,0,0.625145267,0.664565591,0.332393198
5.9,10.4,0,0.620147015,0.667307379,0.352569147
5.9,10.5,0,0.624225366,0.669733894,0.370077266
5.9,10.6,0,0.638402342,0.672880819,0.388056081
5.9,10.7,0,0.656344922,0.67338731,0.403692203
5.9,10.8,0,0.676888505,0.67057914,0.418530655
5.9,10.9,0,0.700431428,0.667800054,0.420335312
5.9,11,0,0.722913164,0.672331267,0.414489159
5.8,9,0,0.728282825,0.686837433,0.24140834
5.8,9.1,0,0.71913585,0.684855923,0.224021138
5.8,9.2,0,0.710402117,0.679502522,0.202553535
5.8,9.3,0,0.702659602,0.674819153,0.223413963
5.8,9.4,0,0.698077239,0.673185064,0.246075737
5.8,9.5,0,0.681363115,0.673365049,0.261310483
5.8,9.6,0,0.655718941,0.670779909,0.266895614
5.8,9.7,0,0.631144673,0.665432911,0.269674996
5.8,9.8,0,0.613629219,0.659239256,0.271949771
5.8,9.9,0,0.603836906,0.652232566,0.274541567
5.8,10,0,0.601214392,0.645147244,0.281020636
5.8,10.1,0,0.60990456,0.644037595,0.292508632
5.8,10.2,0,0.625410285,0.652419334,0.30631862
5.8,10.3,0,0.627585093,0.663740914,0.329161893
5.8,10.4,0,0.621906341,0.668736784,0.348791379
5.8,10.5,0,0.625789001,0.672637896,0.366028149
5.8,10.6,0,0.640104973,0.676733346,0.383954846
5.8,10.7,0,0.658298638,0.678126712,0.399794382
5.8,10.8,0,0.679294209,0.676380092,0.414985542
5.8,10.9,0,0.703247141,0.674041502,0.416823326
5.8,11,0,0.726117723,0.679875945,0.411116526
5.7,9,0,0.73110939,0.682951722,0.241823927
5.7,9.1,0,0.721802738,0.681540927,0.224375708
5.7,9.2,0,0.713192889,0.676526442,0.201554553
5.7,9.3,0,0.7058811,0.672097752,0.221968286
5.7,9.4,0,0.701393941,0.671782793,0.246008362
5.7,9.5,0,0.684554347,0.672661665,0.262419917
5.7,9.6,0,0.658673426,0.670791029,0.268716471
5.7,9.7,0,0.633685575,0.665462823,0.271903128
5.7,9.8,0,0.615788433,0.65886505,0.274335182
5.7,9.9,0,0.605925246,0.651389717,0.27687367
5.7,10,0,0.603482018,0.643179576,0.28348389
5.7,10.1,0,0.612783165,0.641247903,0.293793858
5.7,10.2,0,0.628455685,0.648509452,0.30523423
5.7,10.3,0,0.630177494,0.660756507,0.326101552
5.7,10.4,0,0.623809577,0.66788968,0.345098026
5.7,10.5,0,0.627507961,0.673314846,0.362035239
5.7,10.6,0,0.642015032,0.678386093,0.379891321
5.7,10.7,0,0.660490855,0.680668386,0.395920229
5.7,10.8,0,0.681941296,0.680073869,0.411440135
5.7,10.9,0,0.706281018,0.678261636,0.413280787
5.7,11,0,0.729575275,0.685073435,0.407694769
5.6,9,0,0.734076406,0.679657734,0.242234735
5.6,9.1,0,0.724784109,0.678543878,0.224720122
5.6,9.2,0,0.716087695,0.673686071,0.200533063
5.6,9.3,0,0.709306658,0.668977393,0.220330749
5.6,9.4,0,0.704843182,0.669791074,0.245799042
5.6,9.5,0,0.687793477,0.671311202,0.263428099
5.6,9.6,0,0.661730547,0.670519275,0.27049507
5.6,9.7,0,0.63636746,0.665485632,0.274178724
5.6,9.8,0,0.61804883,0.658507229,0.276896207
5.6,9.9,0,0.60802999,0.650623585,0.279533266
5.6,10,0,0.605755955,0.641454255,0.286426179
5.6,10.1,0,0.615827188,0.638452435,0.295762622
5.6,10.2,0,0.631687752,0.643780708,0.30484737
5.6,10.3,0,0.632915406,0.6560369,0.323287085
5.6,10.4,0,0.625849364,0.664987314,0.341537234
5.6,10.5,0,0.629393593,0.671884612,0.358149374
5.6,10.6,0,0.644127203,0.677869371,0.375926316
5.6,10.7,0,0.662906977,0.68092132,0.392144409
5.6,10.8,0,0.68483042,0.681442287,0.407982421
5.6,10.9,0,0.709479656,0.680202956,0.409799899
5.6,11,0,0.733379528,0.687463711,0.404322027
5.5,9,0,0.737289033,0.677674707,0.242633251
5.5,9.1,0,0.727962928,0.676380028,0.225047407
5.5,9.2,0,0.719286431,0.671609089,0.19949604
5.5,9.3,0,0.71288637,0.666130839,0.218494561
5.5,9.4,0,0.708458631,0.667749767,0.245446504
5.5,9.5,0,0.691222695,0.6696399,0.264331374
5.5,9.6,0,0.664911215,0.670096038,0.272222961
5.5,9.7,0,0.639141016,0.6657686,0.276486576
5.5,9.8,0,0.620484004,0.658542659,0.279609906
5.5,9.9,0,0.610342828,0.650293397,0.282492518
5.5,10,0,0.608303786,0.640472621,0.289814334
5.5,10.1,0,0.618946957,0.636384312,0.298399754
5.5,10.2,0,0.635018716,0.63913834,0.305296499
5.5,10.3,0,0.635806519,0.650286184,0.320771714
5.5,10.4,0,0.628013017,0.660504843,0.338098434
5.5,10.5,0,0.631435635,0.668709815,0.354335588
5.5,10.6,0,0.646434181,0.675480033,0.372004879
5.5,10.7,0,0.665522303,0.67909518,0.388393701
5.5,10.8,0,0.687952741,0.680560956,0.404520603
5.5,10.9,0,0.712907456,0.680016412,0.406276665
5.5,11,0,0.737392352,0.687078209,0.400884896
5.4,9,0,0.740708866,0.677815703,0.243045222
5.4,9.1,0,0.731319544,0.675568786,0.225385248
5.4,9.2,0,0.722764178,0.670745913,0.198494639
5.4,9.3,0,0.716642334,0.66425161,0.216458581
5.4,9.4,0,0.712222659,0.666262351,0.244942327
5.4,9.5,0,0.694839761,0.66804943,0.265116078
5.4,9.6,0,0.668232474,0.669659876,0.273878506
5.4,9.7,0,0.641989787,0.666489139,0.278794231
5.4,9.8,0,0.62315255,0.659369091,0.282432605
5.4,9.9,0,0.612870741,0.65074738,0.285700179
5.4,10,0,0.611050127,0.64054804,0.293592417
5.4,10.1,0,0.622198277,0.635739877,0.301648144
5.4,10.2,0,0.638487403,0.635725428,0.306690624
5.4,10.3,0,0.63887068,0.644496333,0.318647154
5.4,10.4,0,0.630330975,0.655176528,0.334787943
5.4,10.5,0,0.633658009,0.664387652,0.350595177
5.4,10.6,0,0.648981118,0.671757487,0.368138733
5.4,10.7,0,0.668382881,0.675661206,0.384698326
5.4,10.8,0,0.691343227,0.67778149,0.401106543
5.4,10.9,0,0.716662635,0.678074648,0.402782899
5.4,11,0,0.741512421,0.684358233,0.397471275
5.3,9,0,0.744336645,0.681071123,0.243457156
5.3,9.1,0,0.734879876,0.676692284,0.225717883
5.3,9.2,0,0.726401588,0.671380842,0.197537923
5.3,9.3,0,0.720618055,0.663901961,0.214243123
5.3,9.4,0,0.716142393,0.665936111,0.24430175
5.3,9.5,0,0.698683982,0.667103714,0.265786488
5.3,9.6,0,0.671658952,0.669405223,0.275455898
5.3,9.7,0,0.644987685,0.667702209,0.281087421
5.3,9.8,0,0.625821422,0.661210184,0.285342111
5.3,9.9,0,0.615448954,0.65231757,0.289127156
5.3,10,0,0.613864543,0.641896041,0.297721417
5.3,10.1,0,0.625588069,0.636956636,0.305443748
5.3,10.2,0,0.64208701,0.634703333,0.309086128
5.3,10.3,0,0.642047909,0.63989562,0.317104687
5.3,10.4,0,0.632794818,0.649963271,0.331661845
5.3,10.5,0,0.636052001,0.659724141,0.346966812
5.3,10.6,0,0.651753374,0.667453815,0.364359235
5.3,10.7,0,0.671484175,0.671309223,0.381079283
5.3,10.8,0,0.694923292,0.673723015,0.397741018
5.3,10.9,0,0.720714969,0.674993995,0.399298523
5.3,11,0,0.74579139,0.68011538,0.394045867
5.2,9,0,0.748152014,0.688064929,0.243877914
5.2,9.1,0,0.738643774,0.680407311,0.226056861
5.2,9.2,0,0.730241036,0.67372385,0.196659145
5.2,9.3,0,0.724791395,0.665326752,0.211849963
5.2,9.4,0,0.720209623,0.66721182,0.243518942
5.2,9.5,0,0.70273963,0.667338073,0.266334469
5.2,9.6,0,0.675205166,0.669601425,0.276943627
5.2,9.7,0,0.648110184,0.669320906,0.283347758
5.2,9.8,0,0.628551947,0.664051562,0.288311231
5.2,9.9,0,0.618031404,0.655277695,0.29273727
5.2,10,0,0.616719807,0.6446325,0.302152818
5.2,10.1,0,0.629100492,0.640122517,0.309702252
5.2,10.2,0,0.645813164,0.636815584,0.312427389
5.2,10.3,0,0.645377515,0.637893528,0.316409353
5.2,10.4,0,0.635429782,0.64606172,0.328762952
5.2,10.5,0,0.63865353,0.655730714,0.343460747
5.2,10.6,0,0.654781683,0.663541097,0.360674782
5.2,10.7,0,0.67486902,0.666954866,0.377554722
5.2,10.8,0,0.698736704,0.66917335,0.394455011
5.2,10.9,0,0.725074478,0.671480339,0.395865662
5.2,11,0,0.750491878,0.675483846,0.390658799
5.1,9,0,0.752177631,0.69773379,0.244311217
5.1,9.1,0,0.742625814,0.687244186,0.226407154
5.1,9.2,0,0.734308915,0.677959042,0.195894603
5.1,9.3,0,0.729160734,0.668440873,0.209315359
5.1,9.4,0,0.724450833,0.670216842,0.242612842
5.1,9.5,0,0.706853322,0.669126143,0.26676946
5.1,9.6,0,0.678872778,0.670541972,0.278340151
5.1,9.7,0,0.651334661,0.671240746,0.285560742
5.1,9.8,0,0.631489816,0.667549156,0.291312236
5.1,9.9,0,0.620874914,0.659620189,0.296490315
5.1,10,0,0.619793203,0.648862137,0.306832312
5.1,10.1,0,0.632722657,0.645018051,0.314333156
5.1,10.2,0,0.649642907,0.642039622,0.31657781
5.1,10.3,0,0.648848857,0.639665453,0.316909173
5.1,10.4,0,0.638197445,0.644783028,0.32614197
5.1,10.5,0,0.641494524,0.653560071,0.340064765
5.1,10.6,0,0.658049136,0.661161872,0.357061472
5.1,10.7,0,0.678536638,0.663781511,0.374096266
5.1,10.8,0,0.702860927,0.665095256,0.391212588
5.1,10.9,0,0.72955755,0.668330309,0.392445925
5.1,11,0,0.755745334,0.671764194,0.387274666
5,9,0,0.756411843,0.707888272,0.244772434
5,9.1,0,0.746816431,0.69653499,0.226782121
5,9.2,0,0.738598384,0.684229327,0.195269123
5,9.3,0,0.733736677,0.672945348,0.206661163
5,9.4,0,0.728852962,0.674702918,0.241581715
5,9.5,0,0.711105573,0.672615612,0.267079349
5,9.6,0,0.6826549,0.672469944,0.279626656
5,9.7,0,0.65465733,0.673400223,0.28770107
5,9.8,0,0.634516551,0.671166228,0.29431246
5,9.9,0,0.623817779,0.664686021,0.300345646
5,10,0,0.622976827,0.654318064,0.311707519
5,10.1,0,0.636449826,0.651196963,0.319241385
5,10.2,0,0.653564039,0.649631627,0.321354901
5,10.3,0,0.652445371,0.645453218,0.318921772
5,10.4,0,0.641111148,0.647216695,0.323957695
5,10.5,0,0.644621462,0.654293385,0.33682921
5,10.6,0,0.661584062,0.661406036,0.353562374
5,10.7,0,0.68251833,0.663173057,0.37075391
5,10.8,0,0.707287478,0.662791101,0.38806833
5,10.9,0,0.734236321,0.666387583,0.389092081
5,11,0,0.761177543,0.669992607,0.383943738
