 x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2",Detector
-6,-6,9.600000000000003,0.6181903092163982,0.6083844042425246,0.7549041192462712,0.6193264116552429
-6,-6,9.700000000000001,0.6172139840305907,0.6115804918627465,0.7643443303845684,0.6220312294904834
-6,-6,9.8,0.6160323880364855,0.6108415367912046,0.7552855496574661,0.6277165082947481
-6,-6,9.9,0.6137130863186756,0.603696466261392,0.7352527918727455,0.6381570109372052
-6,-6,10,0.6095925190747873,0.5924678200198955,0.7152845888428677,0.6477003037064913
-6,-6,10.100000000000003,0.614426019345751,0.5897786255381592,0.7418651811868339,0.6557776924347412
-6,-6,10.200000000000001,0.6290719141727177,0.6002250241213012,0.7755807507498848,0.6728090895723583
-6,-6,10.3,0.6455552018875261,0.6078742983065213,0.790643539523327,0.6858549611816881
-6,-6,10.4,0.6585382622480159,0.6086574650387312,0.7776852793253081,0.6877101681268587
-6,-6,10.5,0.6688781258727335,0.608105934690261,0.7503171131248125,0.6822150576129355
-6,-6,10.600000000000003,0.6772750214129617,0.6088856910207083,0.7128969995433448,0.6727398574318371
-6,-6,10.700000000000001,0.6815153203707802,0.6160689729346334,0.665234863684984,0.6600656280573273
-6,-6,10.8,0.6811498900815721,0.626285475964383,0.6162394356463352,0.6428214758320759
-6,-6,10.9,0.6846822032017617,0.6319039193595147,0.571672414720417,0.6298071716006814
-6,-6,11,0.6921930217491226,0.6268335078536891,0.5322583551226217,0.6194256657959927
-6.5,-6.5,5,0.5845316533617938,0.6014282573038701,0.725972623433358,0.50695276587956
-6.5,-6.5,5.1000000000000005,0.5773699453573562,0.5985612420590085,0.6970820808144415,0.5208805744480111
-6.5,-6.5,5.2,0.5657616113917908,0.5991340347832912,0.6641731224170591,0.5389925479323637
-6.5,-6.5,5.300000000000001,0.5543055174799213,0.5995339836488471,0.6313066465808329,0.5487272357218037
-6.5,-6.5,5.4,0.5563111750649056,0.5989522948448038,0.6084299654811208,0.5486069559505857
-6.5,-6.5,5.5,0.5768656337846961,0.5871721026336992,0.6032017042085086,0.6070920106918788
-6.5,-6.5,5.6000000000000005,0.5969774871138377,0.5858343202327517,0.6097743907995383,0.6857633730699066
-6.5,-6.5,5.7,0.6147342467820449,0.5991542481489681,0.6134404262744607,0.7142893456983749
-6.5,-6.5,5.800000000000001,0.6322915765945659,0.6127345029052882,0.6018081234551403,0.7219316371214662
-6.5,-6.5,5.9,0.6462024897018195,0.6202114855621396,0.5693656316336924,0.7247140467027771
-6.5,-6.5,6,0.6545600821456572,0.618345526002897,0.5168314452850197,0.7275305043488182
-6.5,-6.5,6.1000000000000005,0.6570183022532875,0.6093612863636388,0.44792394224959153,0.7233682041334061
-6.5,-6.5,6.2,0.6531735158503502,0.6073627553622124,0.3583867300910894,0.6921465746232994
-6.5,-6.5,6.300000000000001,0.6544297583855022,0.6221213465289235,0.4012542986730894,0.6899129264757391
-6.5,-6.5,6.4,0.6709193400985585,0.627368042059767,0.4850090439444985,0.7270984511125463
-6.5,-6.5,6.5,0.6835649537170525,0.6276760218941917,0.5273762234062448,0.7316247729522513
-6.5,-6.5,6.6000000000000005,0.6904381701959903,0.6256592574965311,0.5501871470878327,0.7213748974313208
-6.5,-6.5,6.7,0.6916160152389096,0.6292922850907435,0.5643877889462846,0.7083572152392248
-6.5,-6.5,6.800000000000001,0.6882735615941152,0.6392563930231525,0.577315639856811,0.7005815667559737
-6.5,-6.5,6.9,0.6819303659279935,0.6507878397927108,0.5947098980525068,0.6965916420703464
-6.5,-6.5,7,0.676394128671646,0.6543736175617144,0.6546749053888846,0.6721920133744261
-6.5,-6.5,7.1000000000000005,0.6971902254235066,0.6421985599349848,0.7903844161352679,0.6725294044891975
-6.5,-6.5,7.2,0.7202422710951252,0.6334004733588793,0.831534677543413,0.6919016383919179
-6.5,-6.5,7.300000000000002,0.7366492582355225,0.6330793897845292,0.8345288270113199,0.6970315907160788
-6.5,-6.5,7.4,0.7493971171128768,0.639517943285678,0.819249471574376,0.699812367499316
-6.5,-6.5,7.500000000000001,0.7572212751290707,0.6448498197535154,0.7871556592016873,0.7030632064922162
-6.5,-6.5,7.6000000000000005,0.7572862526725838,0.6425044602644795,0.7407237894921135,0.7078340696188654
-6.5,-6.5,7.7,0.7477900748121011,0.6301037107117863,0.6883572128206246,0.7120760418735056
-6.5,-6.5,7.800000000000002,0.7416442798211796,0.6148052586515417,0.6823570705335072,0.6972928138149533
-6.5,-6.5,7.9,0.7594913199693635,0.6216452572086163,0.6972390261457481,0.697603916560827
-6.5,-6.5,8,0.7635010244306928,0.6332900534046648,0.682780771165013,0.6868281054224948
-6.5,-6.5,8.1,0.7617340753379731,0.6419618911514301,0.6660528317485378,0.6653647315863739
-6.5,-6.5,8.2,0.7567668453693206,0.6427422906177473,0.640469350023055,0.6449529235816513
-6.5,-6.5,8.3,0.7472752148380165,0.6359127608525915,0.5999531072284556,0.6288176466893376
-6.5,-6.5,8.4,0.7309101821209161,0.6268636649532476,0.5444096658927103,0.6163030501610383
-6.5,-6.5,8.5,0.7072147097620156,0.6243891872957085,0.48165255009617064,0.603247830059412
-6.5,-6.5,8.600000000000001,0.6962377545857213,0.6279617967448651,0.4258455412694689,0.5896906953075363
-6.5,-6.5,8.700000000000001,0.6919095032553447,0.6272877149540108,0.3879917524854804,0.5925587633649357
-6.5,-6.5,8.8,0.6841876592074946,0.6208554214141654,0.3667779787804819,0.5787607910476466
-6.5,-6.5,8.9,0.6753913962475119,0.6148797074276268,0.35566389734490844,0.5576025136515687
-6.5,-6.5,9,0.6657378775516886,0.6165945735557292,0.3535732111108449,0.5406913761510415
-6.5,-6.5,9.100000000000003,0.6539754652554919,0.6223780234110968,0.3731646911297785,0.5324633424092035
-6.5,-6.5,9.200000000000001,0.6383535064435251,0.6254907900803328,0.4242552182888149,0.5313879287553533
-6.5,-6.5,9.3,0.6211769791982794,0.6217340789103902,0.5193615592141553,0.5284565191606116
-6.5,-6.5,9.4,0.6177421290812498,0.6124945301459089,0.6360633671416583,0.5465013994021595
-6.5,-6.5,9.5,0.6182195516342363,0.6066425993722798,0.7158753801851495,0.5706347298092419
-6.5,-6.5,9.600000000000003,0.6181854021879067,0.6083837393706536,0.7549020889650397,0.5821587239837527
-6.5,-6.5,9.700000000000001,0.6172081045206206,0.6115795271380116,0.7643474393333314,0.5868274488052967
-6.5,-6.5,9.8,0.6160262655153335,0.610840444187056,0.7552940594321216,0.5928093801179762
-6.5,-6.5,9.9,0.6137076486877703,0.6036954868675317,0.7352654680054135,0.6025842900623339
-6.5,-6.5,10,0.609588890214716,0.5924673914841063,0.7152990512995747,0.6118686163071475
-6.5,-6.5,10.100000000000003,0.6144242706077886,0.5897785663580608,0.7418765491677859,0.6155837775082244
-6.5,-6.5,10.200000000000001,0.6290706810448732,0.6002249801570475,0.7755897206576172,0.6283528037562399
-6.5,-6.5,10.3,0.6455525900054082,0.6078739530426456,0.7906546543115436,0.6443066156174068
-6.5,-6.5,10.4,0.6585344156268939,0.6086561366191245,0.7776994417902987,0.6523887472506406
-6.5,-6.5,10.5,0.668873934240374,0.6081035569915625,0.7503326916736938,0.6519948712245778
-6.5,-6.5,10.600000000000003,0.6772707290573589,0.6088830117586996,0.7129116833540952,0.6460180661298428
-6.5,-6.5,10.700000000000001,0.6815108395919102,0.6160679153971785,0.665247615552494,0.6360356707604127
-6.5,-6.5,10.8,0.6811455292564005,0.6262859248754209,0.6162548359778932,0.6214522099197906
-6.5,-6.5,10.9,0.6846794390459843,0.6319042419417683,0.571689779715122,0.6068015415112544
-6.5,-6.5,11,0.6921928667014186,0.6268313649495768,0.5322787222826179,0.5927047488985302
-7.000000000000001,-7.000000000000001,5,0.5845317463126317,0.6014282813603522,0.7259730749000832,0.47227189234491
-7.000000000000001,-7.000000000000001,5.1000000000000005,0.5773700267951444,0.5985612996829822,0.6970823581603766,0.49109980619894883
-7.000000000000001,-7.000000000000001,5.2,0.5657617025041077,0.5991340811089051,0.6641731901146972,0.5130910195243801
-7.000000000000001,-7.000000000000001,5.300000000000001,0.5543056234771766,0.5995339797333314,0.6313065519560239,0.5250192550126158
-7.000000000000001,-7.000000000000001,5.4,0.556311205630473,0.5989522801351775,0.608429636225521,0.5205917319224044
-7.000000000000001,-7.000000000000001,5.5,0.576865630045766,0.5871721733856082,0.6032009246127296,0.5704278495722872
-7.000000000000001,-7.000000000000001,5.6000000000000005,0.5969775428167801,0.585834301934061,0.6097735223010393,0.6557455059591667
-7.000000000000001,-7.000000000000001,5.7,0.6147342563660413,0.5991542184597737,0.6134396179678095,0.6926483732681471
-7.000000000000001,-7.000000000000001,5.800000000000001,0.632291581456559,0.612734437269821,0.6018072714661988,0.7061921815215378
-7.000000000000001,-7.000000000000001,5.9,0.6462026551166659,0.6202113900706319,0.5693647228752918,0.7134267091765465
-7.000000000000001,-7.000000000000001,6,0.6545606076088286,0.6183455039458168,0.5168306084903099,0.7200004261405802
-7.000000000000001,-7.000000000000001,6.1000000000000005,0.6570193410430011,0.6093614969479104,0.44792347147169914,0.7188909603969122
-7.000000000000001,-7.000000000000001,6.2,0.6531750737096034,0.6073630649191533,0.3583872216045168,0.6865926268912563
-7.000000000000001,-7.000000000000001,6.300000000000001,0.6544311846525801,0.6221214458752354,0.4012524783809998,0.6753681402757654
-7.000000000000001,-7.000000000000001,6.4,0.6709207484917243,0.6273679040815995,0.48500708134371573,0.7149472269038083
-7.000000000000001,-7.000000000000001,6.5,0.6835662807159262,0.6276759573015666,0.527374193938421,0.7236012517233749
-7.000000000000001,-7.000000000000001,6.6000000000000005,0.6904393986863593,0.6256595319923913,0.5501858065929114,0.7161432160802917
-7.000000000000001,-7.000000000000001,6.7,0.6916172638004912,0.6292926973549695,0.5643883834436911,0.7053782748701211
-7.000000000000001,-7.000000000000001,6.800000000000001,0.6882748711668272,0.6392565757382881,0.5773189613225128,0.6998559559309736
-7.000000000000001,-7.000000000000001,6.9,0.6819316050423573,0.6507877175541176,0.5947153470948501,0.6979528452504034
-7.000000000000001,-7.000000000000001,7,0.6763945958989315,0.6543734803510797,0.6546781218281131,0.6717170684062277
-7.000000000000001,-7.000000000000001,7.1000000000000005,0.6971897873327119,0.6421986724665628,0.790387291400367,0.6658778844866479
-7.000000000000001,-7.000000000000001,7.2,0.7202420227108833,0.6334007766143765,0.8315380154154436,0.6869974570157132
-7.000000000000001,-7.000000000000001,7.300000000000002,0.7366493970408861,0.6330795810403352,0.8345313540689546,0.6931329125420578
-7.000000000000001,-7.000000000000001,7.4,0.7493979884507999,0.6395179076749588,0.8192509892185201,0.6955618769609606
-7.000000000000001,-7.000000000000001,7.500000000000001,0.7572231032313236,0.6448498471910921,0.7871560243154976,0.6977828918236962
-7.000000000000001,-7.000000000000001,7.6000000000000005,0.7572887877121681,0.642504749128386,0.7407225784083414,0.7015335654078656
-7.000000000000001,-7.000000000000001,7.7,0.7477925569813035,0.6301043029082347,0.6883532025461845,0.7050373634372412
-7.000000000000001,-7.000000000000001,7.800000000000002,0.7416441724733113,0.6148053497787642,0.6823449305026873,0.6845476394062825
-7.000000000000001,-7.000000000000001,7.9,0.7594903542994396,0.6216443350429467,0.6972284729994374,0.678962500750272
-7.000000000000001,-7.000000000000001,8,0.7634999188885985,0.6332890570505707,0.6827709382405915,0.6671070392848827
-7.000000000000001,-7.000000000000001,8.1,0.7617331787602076,0.641961463230731,0.6660425409375365,0.6440700280101409
-7.000000000000001,-7.000000000000001,8.2,0.7567665327478594,0.6427425126747711,0.640458391049086,0.6214792600554755
-7.000000000000001,-7.000000000000001,8.3,0.7472754950154116,0.6359132542340059,0.5999418288335772,0.6028786234999679
-7.000000000000001,-7.000000000000001,8.4,0.7309105937372372,0.626863863811611,0.544399054610628,0.5883823846115688
-7.000000000000001,-7.000000000000001,8.5,0.7072142779746932,0.6243888538951474,0.48164357498266713,0.5751249719613606
-7.000000000000001,-7.000000000000001,8.600000000000001,0.6962349493779816,0.6279614543966667,0.4258376068264851,0.5551826021426275
-7.000000000000001,-7.000000000000001,8.700000000000001,0.6919064727438609,0.6272879514764749,0.3879860893846019,0.5553455112638247
-7.000000000000001,-7.000000000000001,8.8,0.6841846098492734,0.6208559261340609,0.36677349691858163,0.542022590695913
-7.000000000000001,-7.000000000000001,8.9,0.6753885908625189,0.6148797281269867,0.3556609340802021,0.5212276475501973
-7.000000000000001,-7.000000000000001,9,0.6657355347246375,0.6165943519852557,0.35357468425490196,0.5041527002339526
-7.000000000000001,-7.000000000000001,9.100000000000003,0.6539736374581878,0.6223783099445277,0.3731729999130428,0.4952733900279622
-7.000000000000001,-7.000000000000001,9.200000000000001,0.6383518404342723,0.6254913356741524,0.4242676954184925,0.49379196859720653
-7.000000000000001,-7.000000000000001,9.3,0.6211741180354968,0.6217344887830206,0.5193754562841425,0.4910894956173112
-7.000000000000001,-7.000000000000001,9.4,0.6177383732233918,0.6124940595036609,0.6360795590891933,0.5036270083896519
-7.000000000000001,-7.000000000000001,9.5,0.6182163595915142,0.6066406174356384,0.7158896872548709,0.5285727711107745
-7.000000000000001,-7.000000000000001,9.600000000000003,0.6181833923991071,0.6083813868596812,0.7549122624034871,0.5427875648437684
-7.000000000000001,-7.000000000000001,9.700000000000001,0.6172071287475929,0.6115780175978838,0.7643523899452541,0.5492874559930705
-7.000000000000001,-7.000000000000001,9.8,0.6160258996271117,0.6108402341246476,0.7552942190137818,0.5559418964668869
-7.000000000000001,-7.000000000000001,9.9,0.6137076430857217,0.6036964799945295,0.7352627200757883,0.5656655247867389
-7.000000000000001,-7.000000000000001,10,0.60958907728036,0.592468769545614,0.7152955155861273,0.5754452915188472
-7.000000000000001,-7.000000000000001,10.100000000000003,0.6144240585147583,0.5897793355394136,0.7418722778322331,0.5774540486449392
-7.000000000000001,-7.000000000000001,10.200000000000001,0.6290716803415728,0.600226483970596,0.775587624438387,0.5863781300608208
-7.000000000000001,-7.000000000000001,10.3,0.6455549925394881,0.6078761546702455,0.7906523615464986,0.6042905590341995
-7.000000000000001,-7.000000000000001,10.4,0.6585374631005176,0.608657855754247,0.7776942483200372,0.617952063685797
-7.000000000000001,-7.000000000000001,10.5,0.668877368792613,0.6081046724964695,0.7503234807317783,0.6227166826801935
-7.000000000000001,-7.000000000000001,10.600000000000003,0.677275168282733,0.6088835999170664,0.7128986696716542,0.6206913934981728
-7.000000000000001,-7.000000000000001,10.700000000000001,0.6815170647009087,0.6160671922668483,0.665231575000503,0.6138942860702713
-7.000000000000001,-7.000000000000001,10.8,0.681152706725952,0.6262855384286989,0.6162331574196585,0.6028350744182092
-7.000000000000001,-7.000000000000001,10.9,0.6846861233620409,0.6319058557426612,0.5716675969088686,0.5883189352767599
-7.000000000000001,-7.000000000000001,11,0.6921989343085299,0.6268356244235586,0.5322563452611613,0.5715153483528155
-7.5,-7.5,5,0.5845317236135161,0.6014283073374613,0.7259728519935957,0.44289271335416247
-7.5,-7.5,5.1000000000000005,0.5773700082403451,0.5985613589100262,0.6970819343916097,0.46699361507805787
-7.5,-7.5,5.2,0.5657616701423005,0.5991341225779454,0.6641726125671811,0.4934180205263687
-7.5,-7.5,5.300000000000001,0.5543055539153676,0.5995340199084118,0.6313058081113426,0.5085646691489667
-7.5,-7.5,5.4,0.5563111592617973,0.598952280776697,0.6084287394488509,0.5017453084012005
-7.5,-7.5,5.5,0.5768656331014265,0.5871720824132237,0.603200313508557,0.5423328839475595
-7.5,-7.5,5.6000000000000005,0.5969774740056539,0.58583429516996,0.609772861164643,0.631668579966068
-7.5,-7.5,5.7,0.6147341494386774,0.5991541136117572,0.613438723508544,0.6756337371980934
-7.5,-7.5,5.800000000000001,0.632291487954097,0.6127342319187857,0.6018062981852629,0.6943715559965412
-7.5,-7.5,5.9,0.6462026495033177,0.6202112285564275,0.5693638674265679,0.705548439397998
-7.5,-7.5,6,0.6545607062675384,0.6183455108298833,0.5168299000209239,0.7154994117390119
-7.5,-7.5,6.1000000000000005,0.6570194091818474,0.6093616788444729,0.4479225371846159,0.7173742247320437
-7.5,-7.5,6.2,0.6531748395823126,0.6073633280133391,0.3583854913799442,0.6849818592178232
-7.5,-7.5,6.300000000000001,0.6544309529146735,0.6221214763007161,0.4012542981690266,0.6655125248827742
-7.5,-7.5,6.4,0.6709201973951461,0.6273677851549061,0.4850087707308482,0.7054991323431754
-7.5,-7.5,6.5,0.6835653919764085,0.6276759963291079,0.5273767603110823,0.7170996306225008
-7.5,-7.5,6.6000000000000005,0.6904383765982959,0.6256594167451411,0.5501894938845115,0.7117636204066766
-7.5,-7.5,6.7,0.6916161347739799,0.6292923637681671,0.5643924703748838,0.7027624843915459
-7.5,-7.5,6.800000000000001,0.6882734987013255,0.6392562136152623,0.5773223126724699,0.6990948794242468
-7.5,-7.5,6.9,0.6819299290182519,0.6507876090236736,0.5947172103360407,0.699118085259743
-7.5,-7.5,7,0.6763931950235832,0.6543735470151049,0.6546798626237186,0.6718773768013145
-7.5,-7.5,7.1000000000000005,0.6971890026156778,0.6421988170026632,0.7903886277508994,0.6600864299544346
-7.5,-7.5,7.2,0.7202414938099794,0.6334009311793719,0.8315396184120774,0.681773605968566
-7.5,-7.5,7.300000000000002,0.7366492070638034,0.6330793854290979,0.8345336024565279,0.6884458276370538
-7.5,-7.5,7.4,0.7493977112456656,0.6395176139145544,0.8192537077495888,0.6904337345123845
-7.5,-7.5,7.500000000000001,0.7572222086930215,0.6448495054214246,0.7871591356043867,0.6917011865926032
-7.5,-7.5,7.6000000000000005,0.7572870473085959,0.6425042272361446,0.7407264709776981,0.6945729688414176
-7.5,-7.5,7.7,0.7477906321943016,0.630103615170313,0.6883586647773897,0.6976768319150124
-7.5,-7.5,7.800000000000002,0.741644268457255,0.6148053038860717,0.6823520457474045,0.6730031774687996
-7.5,-7.5,7.9,0.759491452863196,0.6216452435823162,0.6972333920559354,0.6616275323645625
-7.5,-7.5,8,0.7635016630622552,0.6332902114848455,0.6827752275023484,0.6482608045766173
-7.5,-7.5,8.1,0.7617348109389829,0.6419619064945283,0.6660458533705217,0.6235964760155585
-7.5,-7.5,8.2,0.756767130775989,0.6427423104062674,0.6404604966689973,0.5989324329918443
-7.5,-7.5,8.3,0.7472749719489195,0.6359132198538525,0.5999431630513793,0.577996874967485
-7.5,-7.5,8.4,0.730910101461797,0.6268645384212098,0.5444000870047155,0.5615704695789802
-7.5,-7.5,8.5,0.707215607148352,0.6243894727637056,0.48164388006810976,0.5482735926124193
-7.5,-7.5,8.600000000000001,0.6962388799471052,0.6279610797682693,0.4258365442766232,0.523600055986851
-7.5,-7.5,8.700000000000001,0.6919102697259006,0.6272869527314817,0.38798491502553717,0.5206243097836978
-7.5,-7.5,8.8,0.6841867485519486,0.6208553785424751,0.36677207714422205,0.5071440961289306
-7.5,-7.5,8.9,0.6753883941578048,0.6148799340716526,0.3556595447053632,0.48634509555803757
-7.5,-7.5,9,0.6657335920102748,0.6165942008355317,0.35357694492964703,0.46889649546064854
-7.5,-7.5,9.100000000000003,0.6539715366674271,0.6223775315505214,0.37318191851573634,0.4591899060449555
-7.5,-7.5,9.200000000000001,0.6383515280567507,0.6254909651635094,0.4242803602251944,0.4570263771086823
-7.5,-7.5,9.3,0.6211770668396855,0.6217349800218602,0.5193919177320597,0.45501929852582595
-7.5,-7.5,9.4,0.6177431438541001,0.6124957197489542,0.6360987996236952,0.4628494294998595
-7.5,-7.5,9.5,0.6182208026329568,0.6066428340562889,0.7159092928229874,0.4877282260422274
-7.5,-7.5,9.600000000000003,0.6181863726990614,0.6083827720419335,0.7549310892968301,0.5039620990654353
-7.5,-7.5,9.700000000000001,0.6172089051710038,0.6115781253557607,0.7643697754014821,0.5121768696447693
-7.5,-7.5,9.8,0.6160271092812336,0.6108393512716072,0.7553096511098344,0.5198088528384416
-7.5,-7.5,9.9,0.6137085727443996,0.6036951851141178,0.7352762601048929,0.5300043678667138
-7.5,-7.5,10,0.6095898797117045,0.5924679274904714,0.7153076777807611,0.5407856513654784
-7.5,-7.5,10.100000000000003,0.6144253867907288,0.5897797388698095,0.7418856474522947,0.5432051392816659
-7.5,-7.5,10.200000000000001,0.6290722436194764,0.6002269708871266,0.7756014900459934,0.549066825400413
-7.5,-7.5,10.3,0.6455543442934694,0.60787655078601,0.7906653585628948,0.5682384920331505
-7.5,-7.5,10.4,0.6585355088929564,0.6086585471586093,0.7777062747243896,0.586911899517056
-7.5,-7.5,10.5,0.6688737234368264,0.6081048481610766,0.7503349507505739,0.5968118704424257
-7.5,-7.5,10.600000000000003,0.6772695944756234,0.6088831169573502,0.7129108688464081,0.5989836029679438
-7.5,-7.5,10.700000000000001,0.6815100391505887,0.6160667630084615,0.6652449489069349,0.5955705825026582
-7.5,-7.5,10.8,0.6811460376255878,0.626283884370371,0.6162470337502154,0.5882016664074272
-7.5,-7.5,10.9,0.6846812690715417,0.6319019710540977,0.571681691621769,0.574894015884382
-7.5,-7.5,11,0.6921950228167408,0.626830512588175,0.5322719775509791,0.5560313957460733
-8,-8,5,0.5845317303794336,0.6014283414275472,0.725972523779843,0.4190300507233217
-8,-8,5.1000000000000005,0.5773700013115732,0.5985613298678367,0.697081846677643,0.44848054067954535
-8,-8,5.2,0.5657616627817126,0.5991340726655325,0.6641728536146689,0.47948007493718325
-8,-8,5.300000000000001,0.5543055678867443,0.5995339914198016,0.6313064697012291,0.4983234430091317
-8,-8,5.4,0.5563112762537183,0.5989522293655648,0.6084300097621446,0.490596879746896
-8,-8,5.5,0.5768657660292558,0.5871719438992444,0.6032022533760742,0.5221194991234732
-8,-8,5.6000000000000005,0.5969774760045717,0.5858342147953163,0.6097750225190721,0.6132443863440585
-8,-8,5.7,0.6147341867701206,0.599154032944281,0.6134408053481515,0.6629638637819809
-8,-8,5.800000000000001,0.632291578818017,0.6127342713390757,0.6018083287328522,0.6861678910514104
-8,-8,5.9,0.6462026338272316,0.6202113987964388,0.5693658625036613,0.7007951561781115
-8,-8,6,0.6545603844422239,0.6183456563861374,0.5168318130013437,0.713772629953376
-8,-8,6.1000000000000005,0.6570186400805603,0.6093615737906788,0.44792413197802877,0.7185334297283422
